resultado,is_team_a_host,is_team_b_host,rank_a,valor_a,vitorias_4a_a,rank_b,valor_b,vitorias_4a_b,gols_elite_a,ast_elite_a,minutos_elite_a,gols_elite_b,ast_elite_b,minutos_elite_b,region_name_a_Caribbean,region_name_a_Central America,region_name_a_East Asia,region_name_a_Europe,"region_name_a_Europe, Asia",region_name_a_Middle East,region_name_a_North America,region_name_a_Oceania,region_name_a_South America,region_name_b_Caribbean,region_name_b_Central America,region_name_b_East Asia,region_name_b_Europe,"region_name_b_Europe, Asia",region_name_b_Middle East,region_name_b_North America,region_name_b_Oceania,region_name_b_South America,confederation_name_a_Confederation of African Football,"confederation_name_a_Confederation of North, Central American and Caribbean Association Football",confederation_name_a_Oceania Football Confederation,confederation_name_a_South American Football Confederation,confederation_name_a_Union of European Football Associations,confederation_name_b_Confederation of African Football,"confederation_name_b_Confederation of North, Central American and Caribbean Association Football",confederation_name_b_Oceania Football Confederation,confederation_name_b_South American Football Confederation,confederation_name_b_Union of European Football Associations,Round_Group stage,Round_Quarter-finals,Round_Round of 16,Round_Semi-finals,Round_Third-place match
2.0,0,0,7.0,1029470000.0,33.0,11.0,38480000.0,26.0,552.0,415.0,374493.0,1.0,0.0,285.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
0.0,0,0,5.0,678320000.0,27.0,20.0,363640000.0,25.0,180.0,111.0,112033.0,,,,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False
2.0,0,0,4.0,494010000.0,33.0,41.0,129330000.0,26.0,,,,73.0,61.0,43098.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False
2.0,0,0,14.0,372630000.0,21.0,67.0,18800000.0,25.0,,,,,,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
0.0,0,0,,,,10.0,973030000.0,29.0,,,,557.0,479.0,505019.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
0.0,0,0,16.0,250850000.0,19.0,61.0,75520000.0,28.0,40.0,30.0,25187.0,27.0,30.0,29093.0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
0.0,0,0,8.0,274280000.0,22.0,27.0,299200000.0,27.0,42.0,25.0,31825.0,89.0,60.0,67795.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False
2.0,1,0,70.0,161640000.0,15.0,45.0,197030000.0,23.0,5.0,5.0,3457.0,14.0,13.0,5940.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False
2.0,0,0,24.0,119640000.0,20.0,,,,50.0,34.0,35512.0,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2.0,0,0,3.0,753250000.0,30.0,55.0,6270000.0,17.0,76.0,70.0,74684.0,2.0,1.0,989.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False
0.0,0,0,21.0,58820000.0,21.0,12.0,873130000.0,29.0,9.0,6.0,9891.0,374.0,249.0,233879.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
0.0,0,0,23.0,39960000.0,21.0,34.0,283720000.0,16.0,,,,34.0,19.0,35212.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
0.0,0,0,1.0,882120000.0,30.0,15.0,152150000.0,37.0,,,,11.0,5.0,7578.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False
1.0,0,0,2.0,980020000.0,33.0,6.0,217880000.0,25.0,233.0,114.0,122674.0,,,,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False
2.0,0,0,7.0,1029470000.0,33.0,36.0,50210000.0,23.0,552.0,415.0,374493.0,1.0,3.0,8120.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
1.0,0,0,5.0,678320000.0,27.0,22.0,75380000.0,24.0,180.0,111.0,112033.0,24.0,9.0,10358.0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False
0.0,0,0,11.0,38480000.0,26.0,12.0,259040000.0,17.0,1.0,0.0,285.0,,,,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False
2.0,0,0,20.0,363640000.0,25.0,48.0,134720000.0,16.0,,,,63.0,34.0,33152.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False
0.0,0,0,45.0,197030000.0,23.0,14.0,372630000.0,21.0,14.0,13.0,5940.0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
0.0,0,0,41.0,129330000.0,26.0,,,,73.0,61.0,43098.0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.0,0,0,4.0,494010000.0,33.0,10.0,973030000.0,29.0,,,,557.0,479.0,505019.0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False
2.0,1,0,70.0,161640000.0,15.0,67.0,18800000.0,25.0,5.0,5.0,3457.0,,,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2.0,0,0,2.0,526000000.0,32.0,5.0,392000000.0,29.0,,,,180.0,111.0,112033.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
0.0,1,0,3.0,468000000.0,37.0,15.0,208000000.0,27.0,233.0,114.0,122674.0,,,,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
1.0,0,0,15.0,208000000.0,27.0,5.0,392000000.0,29.0,,,,180.0,111.0,112033.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
0.0,1,0,3.0,468000000.0,37.0,2.0,526000000.0,32.0,233.0,114.0,122674.0,,,,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
2.0,0,0,5.0,392000000.0,29.0,11.0,348000000.0,21.0,180.0,111.0,112033.0,76.0,70.0,74684.0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
1.0,0,0,15.0,208000000.0,27.0,28.0,30000000.0,24.0,,,,,,,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False
0.0,0,0,17.0,379000000.0,27.0,2.0,526000000.0,32.0,552.0,415.0,374493.0,,,,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
2.0,1,0,3.0,468000000.0,37.0,8.0,191000000.0,22.0,233.0,114.0,122674.0,40.0,30.0,25187.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False
2.0,0,0,5.0,392000000.0,29.0,6.0,178000000.0,19.0,180.0,111.0,112033.0,,,,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
2.0,0,0,11.0,348000000.0,21.0,13.0,58000000.0,34.0,76.0,70.0,74684.0,49.0,31.0,35975.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False
2.0,0,0,17.0,379000000.0,27.0,44.0,84000000.0,24.0,552.0,415.0,374493.0,63.0,34.0,33152.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False
2.0,0,0,2.0,526000000.0,32.0,22.0,57000000.0,19.0,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False
2.0,0,0,15.0,208000000.0,27.0,20.0,97000000.0,34.0,,,,11.0,5.0,7578.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False
1.0,0,0,28.0,30000000.0,24.0,12.0,80000000.0,25.0,,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
1.0,1,0,3.0,468000000.0,37.0,14.0,139000000.0,24.0,233.0,114.0,122674.0,,,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
2.0,0,0,8.0,191000000.0,22.0,7.0,218000000.0,25.0,40.0,30.0,25187.0,,,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
0.0,0,0,13.0,58000000.0,34.0,2.0,526000000.0,32.0,49.0,31.0,35975.0,,,,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
2.0,0,0,4.0,297000000.0,25.0,37.0,96000000.0,27.0,,,,38.0,26.0,33557.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False
0.0,0,0,,,,11.0,348000000.0,21.0,,,,76.0,70.0,74684.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
1.0,0,0,22.0,57000000.0,19.0,19.0,180000000.0,24.0,,,,5.0,5.0,3457.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
2.0,0,0,21.0,115000000.0,20.0,,,,27.0,9.0,13055.0,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0.0,0,0,44.0,84000000.0,24.0,5.0,392000000.0,29.0,63.0,34.0,33152.0,180.0,111.0,112033.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
0.0,0,0,33.0,21000000.0,21.0,6.0,178000000.0,19.0,,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
1.0,0,0,26.0,62000000.0,18.0,17.0,379000000.0,27.0,6.0,4.0,8678.0,552.0,415.0,374493.0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False
1.0,0,0,28.0,30000000.0,24.0,10.0,334000000.0,24.0,,,,374.0,249.0,233879.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
0.0,0,0,9.0,323000000.0,22.0,7.0,218000000.0,25.0,258.0,210.0,257120.0,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
0.0,0,0,46.0,98000000.0,32.0,8.0,191000000.0,22.0,27.0,30.0,29093.0,40.0,30.0,25187.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2.0,0,0,12.0,80000000.0,25.0,,,,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0.0,0,0,62.0,21000000.0,25.0,1.0,622000000.0,40.0,1.0,3.0,8120.0,557.0,479.0,505019.0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
2.0,0,0,15.0,208000000.0,27.0,14.0,139000000.0,24.0,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
0.0,0,0,18.0,197000000.0,23.0,20.0,97000000.0,34.0,,,,11.0,5.0,7578.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False
0.0,0,1,56.0,117000000.0,20.0,3.0,468000000.0,37.0,49.0,25.0,28618.0,233.0,114.0,122674.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2.0,0,0,11.0,348000000.0,21.0,19.0,180000000.0,24.0,76.0,70.0,74684.0,5.0,5.0,3457.0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False
0.0,0,0,,,,22.0,57000000.0,19.0,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1.0,0,0,13.0,58000000.0,34.0,4.0,297000000.0,25.0,49.0,31.0,35975.0,,,,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
2.0,0,0,5.0,392000000.0,29.0,,,,180.0,111.0,112033.0,,,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1.0,0,0,2.0,526000000.0,32.0,37.0,96000000.0,27.0,,,,38.0,26.0,33557.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False
2.0,0,0,44.0,84000000.0,24.0,21.0,115000000.0,20.0,63.0,34.0,33152.0,27.0,9.0,13055.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
0.0,0,0,9.0,323000000.0,22.0,28.0,30000000.0,24.0,258.0,210.0,257120.0,,,,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False
0.0,0,0,6.0,178000000.0,19.0,17.0,379000000.0,27.0,,,,552.0,415.0,374493.0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False
0.0,0,0,33.0,21000000.0,21.0,26.0,62000000.0,18.0,,,,6.0,4.0,8678.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False
2.0,0,0,8.0,191000000.0,22.0,,,,40.0,30.0,25187.0,,,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2.0,0,0,7.0,218000000.0,25.0,10.0,334000000.0,24.0,,,,374.0,249.0,233879.0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False
1.0,0,0,46.0,98000000.0,32.0,12.0,80000000.0,25.0,27.0,30.0,29093.0,,,,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
0.0,0,0,62.0,21000000.0,25.0,15.0,208000000.0,27.0,1.0,3.0,8120.0,,,,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
0.0,0,0,1.0,622000000.0,40.0,14.0,139000000.0,24.0,557.0,479.0,505019.0,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
0.0,0,0,56.0,117000000.0,20.0,18.0,197000000.0,23.0,49.0,25.0,28618.0,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
2.0,0,0,11.0,348000000.0,21.0,22.0,57000000.0,19.0,76.0,70.0,74684.0,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False
1.0,1,0,3.0,468000000.0,37.0,20.0,97000000.0,34.0,233.0,114.0,122674.0,11.0,5.0,7578.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
1.0,0,0,19.0,180000000.0,24.0,,,,5.0,5.0,3457.0,,,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2.0,0,0,2.0,526000000.0,32.0,4.0,297000000.0,25.0,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False
1.0,0,0,,,,44.0,84000000.0,24.0,,,,63.0,34.0,33152.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0.0,0,0,37.0,96000000.0,27.0,13.0,58000000.0,34.0,38.0,26.0,33557.0,49.0,31.0,35975.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2.0,0,0,6.0,178000000.0,19.0,26.0,62000000.0,18.0,,,,6.0,4.0,8678.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
2.0,0,0,17.0,379000000.0,27.0,33.0,21000000.0,21.0,552.0,415.0,374493.0,,,,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False
2.0,0,0,5.0,392000000.0,29.0,21.0,115000000.0,20.0,180.0,111.0,112033.0,27.0,9.0,13055.0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False
2.0,0,0,8.0,191000000.0,22.0,12.0,80000000.0,25.0,40.0,30.0,25187.0,,,,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False
0.0,0,0,7.0,218000000.0,25.0,28.0,30000000.0,24.0,,,,,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
0.0,0,0,10.0,334000000.0,24.0,9.0,323000000.0,22.0,374.0,249.0,233879.0,258.0,210.0,257120.0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False
2.0,0,0,,,,46.0,98000000.0,32.0,,,,27.0,30.0,29093.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2.0,0,0,20.0,97000000.0,34.0,56.0,117000000.0,20.0,11.0,5.0,7578.0,49.0,25.0,28618.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
0.0,0,0,1.0,622000000.0,40.0,15.0,208000000.0,27.0,557.0,479.0,505019.0,,,,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False
2.0,0,0,14.0,139000000.0,24.0,62.0,21000000.0,25.0,,,,1.0,3.0,8120.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2.0,1,0,3.0,468000000.0,37.0,18.0,197000000.0,23.0,233.0,114.0,122674.0,,,,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False
0.0,0,0,4.0,808000000.0,33.0,2.0,1150000000.0,46.0,,,,557.0,479.0,505019.0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0.0,0,0,16.0,419200000.0,19.0,6.0,828000000.0,34.0,,,,,,,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
0.0,0,0,6.0,828000000.0,34.0,2.0,1150000000.0,46.0,,,,557.0,479.0,505019.0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
0.0,0,0,16.0,419200000.0,19.0,4.0,808000000.0,33.0,,,,,,,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
0.0,0,0,7.0,575000000.0,29.0,6.0,828000000.0,34.0,180.0,111.0,112033.0,,,,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
0.0,0,0,31.0,123950000.0,17.0,2.0,1150000000.0,46.0,,,,557.0,479.0,505019.0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
2.0,0,0,4.0,808000000.0,33.0,1.0,932000000.0,38.0,,,,233.0,114.0,122674.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
1.0,0,0,16.0,419200000.0,19.0,32.0,164930000.0,26.0,,,,38.0,26.0,33557.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
1.0,0,0,31.0,123950000.0,17.0,45.0,223500000.0,36.0,,,,27.0,30.0,29093.0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2.0,0,0,2.0,1150000000.0,46.0,3.0,841000000.0,25.0,557.0,479.0,505019.0,,,,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
2.0,0,0,4.0,808000000.0,33.0,34.0,130050000.0,18.0,,,,3.0,7.0,18975.0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
2.0,0,0,1.0,932000000.0,38.0,18.0,80300000.0,31.0,233.0,114.0,122674.0,,,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
2.0,0,0,6.0,828000000.0,34.0,8.0,1300000000.0,27.0,,,,374.0,249.0,233879.0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
2.0,0,0,7.0,575000000.0,29.0,17.0,142100000.0,42.0,180.0,111.0,112033.0,11.0,5.0,7578.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
2.0,0,0,16.0,419200000.0,19.0,,,,,,,,,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0.0,0,0,14.0,169700000.0,36.0,32.0,164930000.0,26.0,49.0,31.0,35975.0,38.0,26.0,33557.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
1.0,0,0,3.0,841000000.0,25.0,1.0,932000000.0,38.0,,,,233.0,114.0,122674.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
0.0,0,0,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,0,0,18.0,80300000.0,31.0,2.0,1150000000.0,46.0,,,,557.0,479.0,505019.0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False
1.0,0,0,24.0,251000000.0,18.0,38.0,15500000.0,37.0,,,,,,,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False
1.0,0,0,31.0,123950000.0,17.0,78.0,16430000.0,8.0,,,,3.0,0.0,901.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
2.0,0,0,34.0,130050000.0,18.0,5.0,827000000.0,24.0,3.0,7.0,18975.0,258.0,210.0,257120.0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False
0.0,0,0,36.0,381600000.0,19.0,45.0,223500000.0,36.0,,,,27.0,30.0,29093.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0.0,0,0,19.0,256030000.0,22.0,4.0,808000000.0,33.0,49.0,25.0,28618.0,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
0.0,0,0,25.0,150600000.0,14.0,8.0,1300000000.0,27.0,12.0,5.0,6717.0,374.0,249.0,233879.0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False
2.0,0,0,14.0,169700000.0,36.0,30.0,229300000.0,18.0,49.0,31.0,35975.0,,,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
0.0,0,0,32.0,164930000.0,26.0,6.0,828000000.0,34.0,38.0,26.0,33557.0,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
2.0,0,0,20.0,32850000.0,23.0,15.0,266700000.0,23.0,1.0,3.0,8120.0,34.0,19.0,35212.0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
