player_id,family_name,given_name,birth_date,goal_keeper,defender,midfielder,forward,count_tournaments,list_tournaments
P-06348,Ledent,François,1908-07-04,0,0,0,1,1,1934
P-04854,Lehman,William,1901-12-20,0,0,1,0,1,1934
P-08660,Liétaer,Noël,1908-11-17,0,0,1,0,1,1934
P-07958,Loichot,Edmond,,0,0,1,0,1,1934
P-05799,López,Arcadio,1910-09-15,0,0,1,0,1,1934
P-01287,Lorenzo,Alfonso,,0,0,1,0,1,1934
P-09289,Lundahl,Harry,1905-10-16,0,0,0,1,1,1934
P-02729,Luz,Luiz,1909-11-29,0,1,0,0,1,1934
P-03110,Lynch,Tom,,0,0,1,0,1,1934
P-05219,Mahmoud,Labib,,0,0,0,1,1,1934
P-07049,Mairesse,Jacques,1905-02-27,0,1,0,0,1,1934
P-08941,Mansour,Mustafa,1914-08-02,1,0,0,0,1,1934
P-06894,Marculeta,Martín,1907-09-24,0,0,1,0,1,1934
P-08858,Marín Sabater,Luis,1906-09-04,0,0,0,1,1,1934
P-03888,Markos,Imre,1908-06-09,0,0,0,1,1,1934
P-00188,Martim,not applicable,1911-03-02,0,0,1,0,1,1934
P-04032,Martinelli,Joe,1916-08-22,0,1,0,0,1,1934
P-09234,McLean,Willie,1904-01-27,0,0,0,1,1,1934
P-01526,Mijnders,Kees,1912-09-28,0,0,0,1,1,1934
P-00420,Mokhtar,Mahmoud,1907-12-23,0,0,0,1,1,1934
P-07921,Mol,Jaap,1912-02-03,0,0,0,1,1,1934
P-07421,Moravetz,József,1911-01-14,0,0,1,0,1,1934
P-05122,Mosaoud,Kamel,1914-08-02,0,0,0,1,1,1934
P-05344,Muguerza,José,1911-09-15,0,0,1,0,1,1934
P-05161,Nehin,José,1905-10-13,0,0,1,0,1,1934
P-08756,Nilsen,Werner,1904-02-24,0,0,0,1,1,1934
P-08354,Noack,Rudolf,1913-03-20,0,0,0,1,1,1934
P-08356,Nogués,Juan José,1909-03-28,1,0,0,0,1,1934
P-02550,Octacílio,not applicable,1909-11-21,0,1,0,0,1,1934
P-03018,Olsson,Gunnar,1908-07-19,0,0,0,1,1,1934
P-00103,Oprinsen,Toon,1910-11-25,0,0,1,0,1,1934
P-06734,Orsi,Raimundo,1901-12-02,0,0,0,1,1,1934
P-04655,Ortelli,Arnaldo,1913-08-05,0,1,0,0,1,1934
P-01624,Palotás,István,1908-03-05,0,0,1,0,1,1934
P-08618,Pappaert,Jules,1905-11-05,0,1,0,0,1,1934
P-02922,Passello,Raymond,1905-01-12,0,0,0,1,1,1934
P-00696,Patzel,Čestmír,1914-12-02,1,0,0,0,1,1934
P-08870,Pedevilla,Juan,1909-06-06,0,1,0,0,1,1934
P-03519,Pedrosa,not applicable,1913-07-08,1,0,0,0,1,1934
P-08226,Peeraer,Frans,1913-02-15,0,0,1,0,1,1934
P-00839,Pellikaan,Henk,1910-11-10,0,0,1,0,1,1934
P-08208,Pérez,Francisco,,0,0,0,1,1,1934
P-06525,Pietras,Peter,1908-04-21,0,0,1,0,1,1934
P-01467,Pizziolo,Mario,1909-12-07,0,0,1,0,1,1934
P-08603,Platzer,Peter,1910-05-29,1,0,0,0,1,1934
P-05880,Püllöck,Adalbert,1907-04-06,1,0,0,0,1,1934
P-02022,Putmans,Victor,1914-05-29,0,0,1,0,1,1934
P-07185,Quincoces,Jacinto,1905-07-17,0,1,0,0,1,1934
P-02570,Rafaat,Ismail,1908-01-01,0,0,1,0,1,1934
P-09660,Raghab,Hassan,1909-01-01,0,0,1,0,1,1934
P-00005,Rapp,Herman,,0,1,0,0,1,1934
P-03198,Regueiro,Luis,1908-07-01,0,0,0,1,1,1934
P-07125,Rio,Roger,1913-02-13,0,0,1,0,1,1934
P-02663,Rosén,Nils,1902-05-22,0,0,1,0,1,1934
P-03587,Rosetta,Virginio,1902-02-25,0,1,0,0,1,1934
P-09765,Rúa,Francisco,1911-02-04,0,0,0,1,1,1934
P-06460,Ryan,Francis,1908-01-10,0,0,0,1,1,1934
P-06791,Rydberg,Anders,1903-03-03,1,0,0,0,1,1934
P-06987,Schall,Anton,1907-06-22,0,0,0,1,1,1934
P-02250,Schiavio,Angelo,1905-10-15,0,0,0,1,1,1934
P-07720,Schoemaker,Arend,1911-11-08,0,0,0,1,1,1934
P-02782,Schwartz,Hans,1913-03-01,0,1,0,0,1,1934
P-00216,Schwartz,Sándor,1909-01-18,0,0,0,1,1,1934
P-04021,Séchehaye,Frank,1907-11-03,1,0,0,0,1,1934
P-01777,Sepi,Grațian,1910-12-30,0,0,0,1,1,1934
P-00993,Sesta,Karl,1906-03-18,0,1,0,0,1,1934
P-07399,Silný,Josef,1902-01-23,0,0,0,1,1,1934
P-04180,Simons,René,1904-04-10,0,0,1,0,1,1934
P-00617,Šimperský,Adolf,1909-08-05,0,0,1,0,1,1934
P-07395,Sindelar,Matthias,1903-02-10,0,0,0,1,1,1934
P-09689,Smistik,Josef,1905-11-28,0,0,1,0,1,1934
P-02890,Sobotka,Jiří,1911-06-06,0,0,0,1,1,1934
P-04136,Solé,Pedro,1905-05-07,0,0,1,0,1,1934
P-09905,Somlai,Rezső,1911-05-22,0,0,1,0,1,1934
P-06622,Srbek,Erich,1908-06-04,0,0,0,1,1,1934
P-04284,Šterc,František,1912-01-27,0,0,0,1,1,1934
P-05275,Sternberg,László,1905-05-28,0,1,0,0,1,1934
P-02702,Streb,Josef,1912-04-16,0,0,0,1,1,1934
P-05088,Svoboda,František,1905-07-05,0,0,0,1,1,1934
P-02857,Szabó,Gábor,1902-10-14,0,0,0,1,1,1934
P-07390,Taha,Mostafa,1910-03-23,0,0,0,1,1,1934
P-09387,Tamássy,István,1906-06-30,0,0,0,1,1,1934
P-09365,Teleki,Pál,1906-03-05,0,0,0,1,1,1934
P-03337,Thörn,Arvid,1906-10-29,0,0,0,1,1,1934
P-09061,Tinoco,not applicable,1904-12-02,0,0,1,0,1,1934
P-00194,Urbanek,Johann,1910-10-10,0,0,1,0,1,1934
P-08758,Urbieta Sosa,Constantino,1907-08-12,0,0,1,0,1,1934
P-00119,Vágó,József,1906-06-30,0,1,0,0,1,1934
P-02606,van der Meulen,Gejus,1903-01-23,1,0,0,0,1,1934
P-00068,van Diepenbeek,Jan,1903-08-05,0,1,0,0,1,1934
P-08344,Van Ingelgem,Joseph,1912-01-23,0,0,1,0,1,1934
P-03046,van Nellen,Joop,1910-03-15,0,0,0,1,1,1934
P-00220,van Run,Sjef,1904-01-12,0,1,0,0,1,1934
P-09200,Varglien,Mario,1905-12-26,0,0,1,0,1,1934
P-02149,Ventolrà,Martí,1906-12-16,0,0,1,0,1,1934
P-00692,Verriest,Georges,1909-07-15,0,0,1,0,1,1934
P-03047,Viertl,Rudolf,1902-11-12,0,0,0,1,1,1934
P-08350,Vodička,Antonín,1907-03-01,0,0,1,0,1,1934
P-03247,von Känel,Willy,1909-10-30,0,0,0,1,1,1934
P-09651,Vrauwdeunt,Manus,1915-04-29,0,0,0,1,1,1934
P-05337,Waldyr,not applicable,1912-03-21,0,0,1,0,1,1934
P-06044,Walzhofer,Hans,1906-03-23,0,0,0,1,1,1934
P-04270,Weichelt,Károly,1906-03-02,0,0,1,0,1,1934
P-03915,Weiler,Max,1900-09-25,0,1,0,0,1,1934
P-05951,Weiler,Walter,1903-12-04,0,1,0,0,1,1934
P-00311,Welkenhuysen,Félix,1908-12-12,0,0,1,0,1,1934
P-07888,Widlund,Eivar,1905-06-15,1,0,0,0,1,1934
P-07783,Wilde,Federico,,0,0,0,1,1,1934
P-09258,Youssef,Moustafa Helmi,1911-06-11,0,0,1,0,1,1934
P-00365,Zabalo,Ramón,1910-06-10,0,1,0,0,1,1934
P-05444,Zamora,Ricardo,1901-01-21,1,0,0,0,1,1934
P-06891,Ženíšek,Ladislav,1904-03-07,0,1,0,0,1,1934
P-04901,Zielinski,Paul,1911-11-20,0,0,1,0,1,1934
P-03943,Zischek,Karl,1910-08-28,0,0,0,1,1,1934
P-01312,Zombori,Vilmos,1906-01-11,1,0,0,0,1,1934
P-03821,Abrahamsson,Henock,1909-10-29,1,0,0,0,1,1938
P-09079,Aeby,Georges,1910-09-10,0,0,0,1,1,1938
P-00906,Aeby,Paul,1910-09-10,0,0,0,1,1,1938
P-08254,Afonsinho,not applicable,1914-03-08,0,0,1,0,1,1938
P-03388,Almgren,Erik,1908-01-28,0,0,1,0,1,1938
P-00917,Alonzo,Juan,1911-06-24,0,0,0,1,1,1938
P-00911,Amadò,Lauro,1912-03-14,0,0,0,1,1,1938
P-01128,Amundsen,Roald,1913-09-18,0,1,0,0,1,1938
P-08849,Andersen,Oddmund,1915-12-21,0,1,0,0,1,1938
P-02720,Andersson,Åke,1917-04-22,0,0,0,1,1,1938
P-02236,Andersson,Harry,1913-03-07,0,0,0,1,1,1938
P-05963,Andreassen,Gunnar,1913-01-05,0,0,1,0,1,1938
P-09615,Andreolo,Michele,1912-09-06,0,0,1,0,1,1938
P-07737,Andresen,Hjalmar,1914-07-18,0,0,0,1,1,1938
P-03121,Anwar,Sutan,1914-03-21,0,0,1,0,1,1938
P-05230,Argemiro,not applicable,1915-06-03,0,0,1,0,1,1938
P-08711,Arias,Joaquín,1914-11-12,0,0,1,0,1,1938
P-05521,Ayra,Juan,1911-06-23,1,0,0,0,1,1938
P-09114,Ballabio,Erwin,1918-10-20,1,0,0,0,1,1938
P-07531,Balogh,István,1912-09-21,0,0,1,0,1,1938
P-06165,Baran,Stanisław,1920-04-26,0,0,0,1,1,1938
P-08051,Bărbulescu,Andrei,1917-03-25,0,0,1,0,1,1938
P-09378,Barquín,Jacinto,1915-09-03,0,1,0,0,1,1938
P-00176,Bastien,Jean,1915-06-21,0,0,1,0,1,1938
P-09381,Batatais,not applicable,1910-05-20,1,0,0,0,1,1938
P-02093,Been,Dick,1909-07-02,0,1,0,0,1,1938
P-00393,Ben Bouali,Abdelkader,1912-10-25,0,1,0,0,1,1938
P-03395,Bergés,Pedro,,0,0,1,0,1,1938
P-02452,Berglie,Sverre,1910-10-21,0,0,1,0,1,1938
P-06174,Bergsten,Curt,1915-08-21,0,0,0,1,1,1938
P-06390,Bertoni,Sergio,1915-09-23,0,0,0,1,1,1938
P-01621,Biavati,Amedeo,1915-04-04,0,0,0,1,1,1938
P-06546,Bíró,Mihály,1914-07-20,0,0,0,1,1,1938
P-01212,Bogdan,Ion,1915-03-06,0,0,0,1,1,1938
P-01110,Bourbotte,François,1913-02-24,0,0,1,0,1,1938
P-04510,Bradáč,Vojtěch,1913-10-06,0,0,0,1,1,1938
P-07676,Braet,Robert,1912-02-11,1,0,0,0,1,1938
P-00109,Braine,Raymond,1907-04-28,0,0,0,1,1,1938
P-05293,Brandabura,Gheorghe,1913-02-23,0,0,1,0,1,1938
P-00162,Brandão,not applicable,1911-04-21,0,0,1,0,1,1938
P-07651,Braun-Bogdan,Coloman,1905-10-13,0,0,0,1,1,1938
P-01406,Britto,not applicable,1914-05-06,0,0,1,0,1,1938
P-07333,Brom,Walter,1921-02-14,1,0,0,0,1,1938
P-02683,Brusseaux,Michel,1913-03-19,0,0,0,1,1,1938
P-00254,Brustad,Arne,1912-04-14,0,0,0,1,1,1938
P-04153,Brynildsen,Knut,1917-07-23,0,0,0,1,1,1938
P-07527,Burkert,Karel,1909-12-01,1,0,0,0,1,1938
P-08766,Buyle,Fernand,1918-03-03,0,0,0,1,1,1938
P-02102,Caldenhove,Bertus,1914-01-19,0,1,0,0,1,1938
P-09888,Carvajales,Benito,1913-07-25,1,0,0,0,1,1938
P-04323,Cazenave,Hector,1914-04-13,0,1,0,0,1,1938
P-03073,Cebula,Ewald,1917-03-22,0,0,0,1,1,1938
P-09207,Ceresoli,Carlo,1910-05-14,1,0,0,0,1,1938
P-05394,Černý,Karel,1910-02-01,0,1,0,0,1,1938
P-05336,Ceuleers,Arthur,1916-02-28,0,0,0,1,1,1938
P-04220,Chiroiu,Vasile,1910-08-13,0,1,0,0,1,1938
P-03130,Chizzo,Bruno,1916-04-19,0,0,1,0,1,1938
P-02301,Chorens,Manuel,1916-01-22,0,1,0,0,1,1938
P-03238,Colaussi,Gino,1914-03-04,0,0,0,1,1,1938
P-05916,Cossini,Vintilă,1913-11-21,0,0,1,0,1,1938
P-05356,Cseh,László,1910-04-04,0,0,0,1,1,1938
P-08100,da Guia,Domingos,1912-11-19,0,1,0,0,1,1938
P-08707,Dalem,Pierre,1912-03-16,0,0,1,0,1,1938
P-08508,Darui,Julien,1916-02-16,1,0,0,0,1,1938
P-09268,David,Mircea,1914-10-16,1,0,0,0,1,1938
P-01404,de Boer,Piet,1919-10-10,0,0,0,1,1,1938
P-03339,de Harder,Bertus,1920-01-14,0,0,0,1,1,1938
P-00616,de Winter,Arie,1913-10-27,0,0,0,1,1,1938
P-05664,De Winter,Alfons,1908-09-12,0,0,1,0,1,1938
P-02412,Di Lorto,Laurent,1909-01-01,1,0,0,0,1,1938
P-03265,Diagne,Raoul,1910-11-10,0,0,1,0,1,1938
P-05859,Donati,Aldo,1910-09-29,0,0,1,0,1,1938
P-01909,Dorst,not applicable,,0,1,0,0,1,1938
P-06705,Drok,Daaf,1914-05-23,0,0,0,1,1,1938
P-09487,Dytko,Ewald,1914-10-18,0,0,1,0,1,1938
P-03170,Eriksen,Nils,1911-03-05,0,1,0,0,1,1938
P-00106,Eriksson,Ivar,1909-12-25,0,1,0,0,1,1938
P-07974,Faulhaber,Gerrit,1912-09-22,0,0,1,0,1,1938
P-04065,Felecan,Iacob,1914-03-01,0,1,0,0,1,1938
P-01184,Fernández,Tomás,,0,0,0,1,1,1938
P-00963,Ferraris,Pietro,1912-02-15,0,0,0,1,1,1938
P-02872,Ferrer,Pedro,,0,0,0,1,1,1938
P-03848,Fievez,Jean,1910-11-30,0,0,0,1,1,1938
P-08777,Foni,Alfredo,1911-11-20,0,1,0,0,1,1938
P-04326,Frantzen,Odd,1913-01-20,0,0,0,1,1,1938
P-07620,Frigerio,Alessandro,1914-11-15,0,0,0,1,1,1938
P-02531,Gałecki,Antoni,1906-06-04,0,1,0,0,1,1938
P-01368,Gauchel,Josef,1916-09-11,0,0,0,1,1,1938
P-04446,Gellesch,Rudolf,1914-05-01,0,0,0,1,1,1938
P-06496,Genta,Mario,1912-03-01,0,0,1,0,1,1938
P-01522,Giemsa,Edmund,1912-10-16,0,1,0,0,1,1938
P-03231,Goldbrunner,Ludwig,1908-03-05,0,1,0,0,1,1938
P-00071,Gommers,Frans,1917-04-05,0,1,0,0,1,1938
P-08861,Góra,Wilhelm,1916-01-18,0,0,1,0,1,1938
P-07059,Grahn,Karl-Erik,1914-11-05,0,0,1,0,1,1938
P-04257,Grassi,Tullio,1910-02-05,0,0,0,1,1,1938
P-01865,Habowski,Bolesław,1914-09-13,0,0,0,1,1,1938
P-04109,Hahnemann,Wilhelm,1914-04-14,0,0,0,1,1,1938
P-09967,Hansen,Sigurd,1913-06-23,0,0,1,0,1,1938
P-00622,Hansson,Knut,1911-05-09,0,0,0,1,1,1938
P-03196,Harting,Jan,,0,1,0,0,1,1938
P-01176,Heisserer,Oscar,1914-07-18,0,0,0,1,1,1938
P-00858,Henriksen,Kristian,1911-03-03,0,0,1,0,1,1938
P-05153,Henry,Paul,1912-09-06,0,0,1,0,1,1938
P-02880,Hércules,not applicable,1912-07-02,0,0,0,1,1,1938
P-00879,Hogenbirk,Frans,1919-03-18,0,0,1,0,1,1938
P-07747,Holmberg,Rolf,1914-08-24,0,0,1,0,1,1938
P-01601,Holmsen,Øivind,1912-04-28,0,1,0,0,1,1938
P-04042,Horák,Václav,1912-09-27,0,0,0,1,1,1938
P-00283,Hu Kon,Frans,,0,1,0,0,1,1938
P-01373,Ileby,Arne,1913-12-02,0,0,0,1,1,1938
P-08608,Isaksen,Magnar,1910-10-13,0,0,0,1,1,1938
P-02231,Isemborghs,Hendrik,1914-01-30,0,0,0,1,1,1938
P-05054,Jacobsson,Sven,1914-04-17,0,0,1,0,1,1938
P-01063,Jasseron,Lucien,1913-12-29,0,0,1,0,1,1938
P-03663,Jaú,not applicable,1909-12-07,0,1,0,0,1,1938
P-08634,Johannessen,Rolf,1910-03-15,0,1,0,0,1,1938
P-09976,Johansen,Henry,1904-07-21,1,0,0,0,1,1938
P-03826,Jordan,Auguste,1909-02-21,0,0,1,0,1,1938
P-04613,Juve,Jørgen,1906-11-22,0,1,0,0,1,1938
P-02292,Källgren,Olle,1907-09-07,0,1,0,0,1,1938
P-09281,Kihle,Anker,1917-04-19,1,0,0,0,1,1938
P-02746,Kitzinger,Albin,1912-02-01,0,0,1,0,1,1938
P-07816,Kohut,Vilmos,1906-07-17,0,0,0,1,1,1938
P-08895,Kolský,Karel,1914-09-21,0,0,1,0,1,1938
P-08679,Korányi,Lajos,1907-05-15,0,1,0,0,1,1938
P-08541,Korbas,Józef,1914-11-11,0,0,0,1,1,1938
P-05489,Kowalczyk,Ignace,1913-12-27,0,0,0,1,1,1938
P-04741,Kreuz,Arnošt,1912-05-09,0,0,0,1,1,1938
P-02480,Kupfer,Andreas,1914-05-07,0,0,1,0,1,1938
P-09889,Kvammen,Reidar,1914-07-23,0,0,0,1,1,1938
P-02297,Lehmann,August,1909-01-26,0,1,0,0,1,1938
P-02004,Linderholm,Arne,1916-02-22,0,0,1,0,1,1938
P-04920,Lis,Kazimierz,1910-04-09,0,0,1,0,1,1938
P-04607,Locatelli,Ugo,1916-02-05,0,0,1,0,1,1938
P-09431,Lopes,not applicable,1910-11-01,0,0,0,1,1,1938
P-09000,Lörtscher,Ernst,1913-03-15,0,0,1,0,1,1938
P-00397,Ludl,Josef,1916-06-03,0,0,0,1,1,1938
P-03153,Łyko,Antoni,1907-05-27,0,0,0,1,1,1938
P-07016,Machado,not applicable,1909-01-01,0,1,0,0,1,1938
P-01778,Madejski,Edward,1914-08-11,1,0,0,0,1,1938
P-01298,Magriñá,José,1917-12-14,0,0,0,1,1,1938
P-00667,Martim,not applicable,1911-04-21,0,0,1,0,1,1938
P-00387,Martinsen,Alf,1911-12-29,0,0,0,1,1,1938
P-00019,Meeng,Frans Alfred,1910-01-18,0,0,1,0,1,1938
P-08314,Michel,Niek,1912-09-30,1,0,0,0,1,1938
P-07043,Mock,Hans,1906-12-09,0,0,1,0,1,1938
P-04494,Moldoveanu,Ioachim,1913-08-17,0,0,0,1,1,1938
P-08480,Nagy,Miklós,1918-01-12,0,0,0,1,1,1938
P-01825,Nariz,not applicable,1912-12-08,0,1,0,0,1,1938
P-04640,Nawir,Achmad,1911-01-01,0,0,1,0,1,1938
P-04622,Nelis,Joseph,1917-04-01,0,0,0,1,1,1938
P-03006,Neumer,Leopold,1919-02-08,0,0,0,1,1,1938
P-05334,Niginho,not applicable,1912-02-12,0,0,0,1,1,1938
P-00952,Nilsson,Harry,,0,1,0,0,1,1938
P-09321,Nordby,Sverre,1910-03-13,1,0,0,0,1,1938
P-05969,Nožíř,Otakar,1917-03-12,0,0,1,0,1,1938
P-06562,Nyberg,Arne,1913-06-20,0,0,0,1,1,1938
P-00434,Nyc,Erwin,1914-05-24,0,0,1,0,1,1938
P-02574,Oliveira,Carlos,,0,0,0,1,1,1938
P-09119,Olivieri,Aldo,1910-10-02,1,0,0,0,1,1938
P-05347,Olmi,Renato,1914-07-12,0,0,1,0,1,1938
P-03697,Ooms,Klaas,1916-06-09,0,0,0,1,1,1938
P-04790,Orth,Josef,1916-05-20,0,1,0,0,1,1938
P-08290,Pálinkás,József,1912-03-10,1,0,0,0,1,1938
P-00795,Pasinati,Piero,1910-07-21,0,0,0,1,1,1938
P-08897,Pattiwael,Isaak,1914-02-23,0,0,0,1,1,1938
P-09785,Paverick,Robert,1912-11-29,0,1,0,0,1,1938
P-05503,Pavlovici,Dumitru,1912-04-26,1,0,0,0,1,1938
P-00023,Perácio,not applicable,1917-11-02,0,0,0,1,1,1938
P-00516,Perazzolo,Mario,1911-06-07,0,0,1,0,1,1938
P-05377,Persson,Erik,1909-11-19,0,0,0,1,1,1938
P-06540,Pesser,Hans,1911-11-07,0,0,0,1,1,1938
P-01722,Petit,Jean,1914-02-25,0,1,0,0,1,1938
P-00152,Piątek,Leonard,1913-10-03,0,0,0,1,1,1938
P-08402,Piec,Ryszard,1913-08-17,0,0,0,1,1,1938
P-04594,Piec,Wilhelm,1915-01-07,0,0,1,0,1,1938
P-08216,Pijpers,Rene,1917-09-15,0,0,1,0,1,1938
P-08824,Piola,Silvio,1913-09-29,0,0,0,1,1,1938
P-05791,Plenter,Hendrikus,1913-06-23,0,1,0,0,1,1938
P-04293,Povolny,Martin,1914-07-19,0,1,0,0,1,1938
P-04150,Prassler,Gyula,1916-01-16,0,0,0,1,1,1938
P-08569,Punt,Piet,1909-02-06,0,0,0,1,1,1938
P-00226,Rășinaru,Gheorghe,1915-02-10,0,0,1,0,1,1938
P-00767,Rauch,Oscar,1914-03-20,0,0,1,0,1,1938
P-06001,Rava,Pietro,1916-01-21,0,1,0,0,1,1938
P-08904,Říha,Jan,1915-11-11,0,0,0,1,1,1938
P-04054,Roberto,not applicable,1912-06-20,0,0,0,1,1,1938
P-04148,Rodríguez,José Antonio,,0,0,1,0,1,1938
P-06138,Romeu,not applicable,1911-03-26,0,0,0,1,1,1938
P-05412,Rulc,Oldřich,1911-03-28,0,0,0,1,1,1938
P-06056,Rupf,Eugen,,0,0,0,1,1,1938
P-03067,Sadowski,Robert,1914-08-16,1,0,0,0,1,1938
P-00466,Samuels,Jack,,0,1,0,0,1,1938
P-00916,Sárosi,Béla,1919-05-15,0,0,1,0,1,1938
P-09284,Sas,Ferenc,1915-03-15,0,0,0,1,1,1938
P-08493,Scherfke,Fryderyk,1909-09-07,0,0,0,1,1,1938
P-06206,Senecký,Karel,1919-03-17,0,0,0,1,1,1938
P-06194,Serantoni,Pietro,1906-12-11,0,0,1,0,1,1938
P-05289,Seys,Corneel,1912-02-12,0,1,0,0,1,1938
P-09336,Šimůnek,Ladislav,1916-10-04,0,0,0,1,1,1938
P-08429,Sjöberg,Gustav,1913-03-23,1,0,0,0,1,1938
P-01189,Skoumal,Stefan,1909-11-29,0,0,1,0,1,1938
P-05379,Socorro,Héctor,1912-06-26,0,0,0,1,1,1938
P-01060,Soedarmadji,Suvarte,1915-12-06,0,0,0,1,1,1938
P-04876,Sosa,Mario,,0,0,0,1,1,1938
P-00378,Springer,Hermann,1908-12-04,0,0,1,0,1,1938
P-04040,Stelzer,Adolf,1908-09-01,0,1,0,0,1,1938
P-08558,Stijnen,Émile,1907-11-02,0,0,1,0,1,1938
P-05522,Streitle,Jakob,1916-12-11,0,1,0,0,1,1938
P-03175,Svanström,Kurt,1915-03-24,0,0,1,0,1,1938
P-03985,Szczepaniak,Władysław,1910-05-19,0,1,0,0,1,1938
P-09671,Taihuttu,Hans,,0,0,0,1,1,1938
P-03522,Tan,Mo Heng,1913-02-28,1,0,0,0,1,1938
P-05602,Tan,See Han,,0,0,0,1,1,1938
P-05150,Teilherber,not applicable,,0,0,0,1,1,1938
P-07222,Telwe,Rudi,,0,0,0,1,1,1938
P-07684,The,Hong Djien,1916-01-12,0,0,0,1,1,1938
P-02670,Tim,not applicable,1915-02-20,0,0,0,1,1,1938
P-02582,Titkos,Pál,1908-01-08,0,0,0,1,1,1938
P-00140,Tuñas,Juan,1917-07-17,0,0,0,1,1,1938
P-08224,Turay,József,1905-03-01,0,0,1,0,1,1938
P-03154,Twórz,Edmund,1914-02-12,0,1,0,0,1,1938
P-05990,Unger,Sven,,0,0,0,1,1,1938
P-07596,Van Alphen,John,1914-06-17,0,0,1,0,1,1938
P-03805,van Beuzekom,Leen,,1,0,0,0,1,1938
P-02202,Van Den Burgh,not applicable,,0,0,1,0,1,1938
P-05735,van der Veen,Frans,1918-03-25,0,0,0,1,1,1938
P-01160,van Spaandonck,Henk,1913-06-25,0,0,0,1,1,1938
P-03345,Vanden Wouwer,Charles,1916-09-07,0,0,0,1,1,1938
P-09834,Vernati,Sirio,1907-05-12,0,0,1,0,1,1938
P-06534,Wagner,Fritz,,0,0,0,1,1,1938
P-06459,Walaschek,Eugen,1916-06-20,0,0,0,1,1,1938
P-01504,Walter,not applicable,1912-07-17,1,0,0,0,1,1938
P-02632,Wasiewicz,Jan,1911-01-06,0,0,1,0,1,1938
P-08959,Wetterström,Gustav,1911-10-15,0,0,0,1,1,1938
P-00461,Wilimowski,Ernst,1916-06-23,0,0,0,1,1,1938
P-02878,Wodarz,Gerard,1913-08-10,0,0,0,1,1,1938
P-06116,Zatelli,Mario,1912-12-21,0,0,0,1,1,1938
P-06064,Zeman,Josef,1915-01-23,0,0,0,1,1,1938
P-07858,Zezé Procópio,not applicable,1913-08-12,0,0,1,0,1,1938
P-01914,Zomers,Hendrikus,,0,0,0,1,1,1938
P-04466,Zsengellér,Gyula,1915-12-27,0,0,0,1,1,1938
P-00263,Achá,Alberto,1917-02-18,0,1,0,0,1,1950
P-00912,Acuña,Juan,1923-01-11,1,0,0,0,1,1950
P-03870,Adãozinho,not applicable,1923-04-02,0,0,0,1,1,1950
P-04188,Ademir,not applicable,1922-11-08,0,0,0,1,1,1950
P-04700,Åhlund,Olle,1920-08-22,0,0,1,0,1,1950
P-00257,Alfredo,not applicable,1920-01-01,0,0,0,1,1,1950
P-05881,Algarañaz,Víctor Celestino,1926-04-06,0,0,0,1,1,1950
P-05058,Alonso,Gabriel,1923-11-09,0,1,0,0,1,1950
P-04844,Álvarez Jiménez,Manuel,1928-05-23,0,1,0,0,1,1950
P-08366,Amadei,Amedeo,1921-07-26,0,0,0,1,1,1950
P-06904,Andersson,Sune,1921-02-22,0,0,1,0,1,1950
P-06628,Annis,Robert,1928-09-05,0,1,0,0,1,1950
P-02276,Annovazzi,Carlo,1925-05-24,0,1,0,0,1,1950
P-04277,Antúnez,Francisco,1922-11-01,0,1,0,0,1,1950
P-02792,Aparicio,Alberto,1923-11-11,0,0,1,0,1,1950
P-04893,Aráoz,Duberty,1920-12-21,0,0,1,0,1,1950
P-07829,Arraya,Vicente,1921-01-25,1,0,0,0,1,1950
P-03581,Arricio,Juan,1923-12-11,0,0,1,0,1,1950
P-07007,Asensi,Vicente,1919-01-28,0,1,0,0,1,1950
P-06407,Aston,John,1921-09-03,0,1,0,0,1,1950
P-04411,Atanacković,Aleksandar,1920-04-29,0,0,1,0,1,1950
P-05238,Augusto,not applicable,1920-10-22,0,1,0,0,1,1950
P-09160,Avalos,Enrique,,0,0,0,1,1,1950
P-07588,Avalos,Marcial,1921-12-05,0,0,0,1,1,1950
P-01810,Bader,René,1922-08-07,0,0,0,1,1,1950
P-08010,Baez,Melanio,,0,0,1,0,1,1950
P-01683,Bahr,Walter,1927-04-01,0,0,1,0,1,1950
P-00598,Baily,Eddie,1925-08-06,0,0,0,1,1,1950
P-00211,Barbosa,not applicable,1921-03-27,1,0,0,0,1,1950
P-08187,Basora,Estanislau,1926-11-18,0,0,0,1,1,1950
P-03000,Beerli,Walter,1928-07-23,0,0,0,1,1,1950
P-07481,Bentley,Roy,1924-05-17,0,0,0,1,1,1950
P-05475,Berni,Ángel,1931-01-09,0,0,0,1,1,1950
P-07839,Bigode,not applicable,1922-04-04,0,0,1,0,1,1950
P-06731,Blason,Ivano,1923-05-24,0,1,0,0,1,1950
P-04120,Borbolla,José Luis,1920-01-31,0,0,0,1,1,1950
P-01932,Borghi,Frank,1925-04-09,1,0,0,0,1,1950
P-04341,Britos,Julio César,1926-05-18,0,0,0,1,1,1950
P-04137,Broketa,Božo,1921-12-24,0,1,0,0,1,1950
P-07712,Brown,Víctor,1927-03-07,0,0,0,1,1,1950
P-03799,Burgueño,Juan,1923-02-04,0,0,0,1,1,1950
P-06306,Busquets,Miguel,1920-10-15,0,0,1,0,1,1950
P-03792,Bustamante,José,1922-03-05,0,1,0,0,1,1950
